"","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","AFFGEOID","GEOID","NAME","LSAD","ALAND","AWATER","NAME.1","state","county","tract","blockgroup","Household.Income..Total.","Household.Income..Less.than..10.000","Household.Income...10.000.to..14.999","Household.Income...15.000.to..19.999","Household.Income...20.000.to..24.999","Household.Income...25.000.to..29.999","Household.Income...30.000.to..34.999","Household.Income...35.000.to..39.999","Household.Income...40.000.to..44.999","Household.Income...45.000.to..49.999","Household.Income...50.000.to..59.999","Household.Income...60.000.to..74.999","Household.Income...75.000.to..99.999","Household.Income...100.000.to..124.999","Household.Income...125.000.to..149.999","Household.Income...150.000.to..199.999","Household.Income...200.000.or.more","GEOID.1","percent","ID"
"427","25","025","081700","2","1500000US250250817002","250250817002","2","BG",124299,0,"Block Group 2, Census Tract 817, Suffolk County, Massachusetts",25,25,81700,"2",312,135,53,9,0,12,11,0,0,0,18,0,0,68,0,0,6,"250250817002",0.432692307692308,"2710"
"428","25","025","082000","2","1500000US250250820002","250250820002","2","BG",114886,0,"Block Group 2, Census Tract 820, Suffolk County, Massachusetts",25,25,82000,"2",233,47,10,34,0,12,0,0,0,0,8,68,0,44,10,0,0,"250250820002",0.201716738197425,"2711"
"429","25","025","090100","4","1500000US250250901004","250250901004","4","BG",105076,0,"Block Group 4, Census Tract 901, Suffolk County, Massachusetts",25,25,90100,"4",308,20,0,50,0,25,54,7,31,23,50,9,0,21,18,0,0,"250250901004",0.0649350649350649,"2712"
"430","25","025","090100","3","1500000US250250901003","250250901003","3","BG",88984,0,"Block Group 3, Census Tract 901, Suffolk County, Massachusetts",25,25,90100,"3",301,17,39,8,14,21,21,21,44,0,23,0,52,0,20,21,0,"250250901003",0.0564784053156146,"2713"
"431","25","025","090200","3","1500000US250250902003","250250902003","3","BG",116881,0,"Block Group 3, Census Tract 902, Suffolk County, Massachusetts",25,25,90200,"3",271,0,12,78,7,13,6,9,0,6,55,11,15,28,0,0,31,"250250902003",0,"2714"
"432","25","025","090400","2","1500000US250250904002","250250904002","2","BG",134382,0,"Block Group 2, Census Tract 904, Suffolk County, Massachusetts",25,25,90400,"2",463,67,38,45,43,42,101,7,12,3,38,6,38,23,0,0,0,"250250904002",0.144708423326134,"2715"
"433","25","025","091001","2","1500000US250250910012","250250910012","2","BG",347748,0,"Block Group 2, Census Tract 910.01, Suffolk County, Massachusetts",25,25,91001,"2",357,147,56,0,31,0,22,21,0,10,4,15,0,0,44,7,0,"250250910012",0.411764705882353,"2716"
"434","25","025","091100","1","1500000US250250911001","250250911001","1","BG",110054,0,"Block Group 1, Census Tract 911, Suffolk County, Massachusetts",25,25,91100,"1",433,8,31,7,33,8,27,0,11,47,62,19,37,24,60,51,8,"250250911001",0.0184757505773672,"2717"
"435","25","025","091400","2","1500000US250250914002","250250914002","2","BG",148720,0,"Block Group 2, Census Tract 914, Suffolk County, Massachusetts",25,25,91400,"2",257,54,21,55,25,2,22,0,0,9,16,0,31,16,0,6,0,"250250914002",0.21011673151751,"2718"
"436","25","025","091600","1","1500000US250250916001","250250916001","1","BG",99085,0,"Block Group 1, Census Tract 916, Suffolk County, Massachusetts",25,25,91600,"1",426,73,23,12,22,9,46,15,19,0,18,16,94,41,35,3,0,"250250916001",0.171361502347418,"2719"
"437","25","025","091700","3","1500000US250250917003","250250917003","3","BG",54173,0,"Block Group 3, Census Tract 917, Suffolk County, Massachusetts",25,25,91700,"3",262,29,3,7,33,0,0,8,35,23,10,17,34,27,31,5,0,"250250917003",0.110687022900763,"2720"
"438","25","025","091800","3","1500000US250250918003","250250918003","3","BG",188198,0,"Block Group 3, Census Tract 918, Suffolk County, Massachusetts",25,25,91800,"3",328,15,34,22,16,0,0,0,35,0,43,28,79,33,23,0,0,"250250918003",0.0457317073170732,"2721"
"439","25","025","091900","1","1500000US250250919001","250250919001","1","BG",141178,0,"Block Group 1, Census Tract 919, Suffolk County, Massachusetts",25,25,91900,"1",285,11,18,9,8,19,0,11,32,0,11,66,39,35,14,12,0,"250250919001",0.0385964912280702,"2722"
"440","25","025","092000","4","1500000US250250920004","250250920004","4","BG",75916,0,"Block Group 4, Census Tract 920, Suffolk County, Massachusetts",25,25,92000,"4",321,0,12,50,0,15,0,67,9,16,0,79,11,18,0,0,44,"250250920004",0,"2723"
"441","25","025","092101","2","1500000US250250921012","250250921012","2","BG",174657,0,"Block Group 2, Census Tract 921.01, Suffolk County, Massachusetts",25,25,92101,"2",306,30,59,46,29,0,19,0,0,53,0,0,0,0,0,53,17,"250250921012",0.0980392156862745,"2724"
"442","25","025","110502","2","1500000US250251105022","250251105022","2","BG",312442,0,"Block Group 2, Census Tract 1105.02, Suffolk County, Massachusetts",25,25,110502,"2",668,10,23,22,52,15,13,11,59,46,57,54,88,39,93,48,38,"250251105022",0.0149700598802395,"2769"
"443","25","025","110502","3","1500000US250251105023","250251105023","3","BG",148642,0,"Block Group 3, Census Tract 1105.02, Suffolk County, Massachusetts",25,25,110502,"3",233,0,58,0,0,0,0,0,0,9,55,31,34,6,18,15,7,"250251105023",0,"2770"
"444","25","025","110607","1","1500000US250251106071","250251106071","1","BG",154851,0,"Block Group 1, Census Tract 1106.07, Suffolk County, Massachusetts",25,25,110607,"1",404,0,81,0,0,0,6,56,50,0,17,7,28,0,44,81,34,"250251106071",0,"2771"
"445","25","025","110607","2","1500000US250251106072","250251106072","2","BG",315145,0,"Block Group 2, Census Tract 1106.07, Suffolk County, Massachusetts",25,25,110607,"2",628,29,22,68,0,0,0,0,22,0,83,114,99,50,61,46,34,"250251106072",0.0461783439490446,"2772"
"446","25","025","120201","2","1500000US250251202012","250251202012","2","BG",324751,0,"Block Group 2, Census Tract 1202.01, Suffolk County, Massachusetts",25,25,120201,"2",866,42,57,38,51,62,61,21,61,36,46,75,102,121,79,14,0,"250251202012",0.0484988452655889,"2773"
"447","25","025","120400","5","1500000US250251204005","250251204005","5","BG",250276,0,"Block Group 5, Census Tract 1204, Suffolk County, Massachusetts",25,25,120400,"5",735,34,59,52,16,11,0,11,27,32,52,85,120,68,42,102,24,"250251204005",0.0462585034013605,"2774"
"448","25","025","092101","4","1500000US250250921014","250250921014","4","BG",227454,0,"Block Group 4, Census Tract 921.01, Suffolk County, Massachusetts",25,25,92101,"4",464,93,0,64,31,64,17,0,0,18,37,26,31,62,0,0,21,"250250921014",0.200431034482759,"2775"
"449","25","025","092300","1","1500000US250250923001","250250923001","1","BG",107203,0,"Block Group 1, Census Tract 923, Suffolk County, Massachusetts",25,25,92300,"1",302,24,5,7,37,16,24,38,26,0,36,6,21,15,0,31,16,"250250923001",0.0794701986754967,"2776"
"450","25","025","100100","6","1500000US250251001006","250251001006","6","BG",282212,874,"Block Group 6, Census Tract 1001, Suffolk County, Massachusetts",25,25,100100,"6",493,181,87,65,22,83,0,0,0,11,15,11,18,0,0,0,0,"250251001006",0.367139959432049,"2777"
"451","25","025","100100","5","1500000US250251001005","250251001005","5","BG",62363,0,"Block Group 5, Census Tract 1001, Suffolk County, Massachusetts",25,25,100100,"5",120,31,0,0,0,0,17,12,0,19,0,0,41,0,0,0,0,"250251001005",0.258333333333333,"2778"
"452","25","025","100200","2","1500000US250251002002","250251002002","2","BG",80955,0,"Block Group 2, Census Tract 1002, Suffolk County, Massachusetts",25,25,100200,"2",192,6,11,0,0,12,12,51,0,0,0,7,60,28,5,0,0,"250251002002",0.03125,"2779"
"453","25","025","100400","3","1500000US250251004003","250251004003","3","BG",128654,0,"Block Group 3, Census Tract 1004, Suffolk County, Massachusetts",25,25,100400,"3",250,0,0,0,0,9,32,0,32,0,13,40,12,38,0,42,32,"250251004003",0,"2780"
"454","25","025","100400","1","1500000US250251004001","250251004001","1","BG",140970,0,"Block Group 1, Census Tract 1004, Suffolk County, Massachusetts",25,25,100400,"1",457,77,70,3,32,9,53,10,25,25,0,38,75,6,11,23,0,"250251004001",0.168490153172867,"2781"
"455","25","025","000100","4","1500000US250250001004","250250001004","4","BG",171143,0,"Block Group 4, Census Tract 1, Suffolk County, Massachusetts",25,25,100,"4",227,0,0,18,0,0,0,38,0,0,9,81,24,51,6,0,0,"250250001004",0,"2782"
"456","25","025","000201","4","1500000US250250002014","250250002014","4","BG",85400,0,"Block Group 4, Census Tract 2.01, Suffolk County, Massachusetts",25,25,201,"4",335,28,11,12,21,9,0,30,25,33,31,44,56,0,0,35,0,"250250002014",0.0835820895522388,"2783"
"457","25","025","000202","2","1500000US250250002022","250250002022","2","BG",131285,0,"Block Group 2, Census Tract 2.02, Suffolk County, Massachusetts",25,25,202,"2",278,19,8,0,13,46,0,0,18,0,50,9,38,8,38,0,31,"250250002022",0.0683453237410072,"2784"
"458","25","025","130100","7","1500000US250251301007","250251301007","7","BG",244282,0,"Block Group 7, Census Tract 1301, Suffolk County, Massachusetts",25,25,130100,"7",367,0,0,14,0,0,46,11,11,0,0,57,65,51,39,73,0,"250251301007",0,"2827"
"459","25","025","130100","2","1500000US250251301002","250251301002","2","BG",743199,2565,"Block Group 2, Census Tract 1301, Suffolk County, Massachusetts",25,25,130100,"2",580,50,11,12,0,10,0,26,138,0,29,25,94,121,14,38,12,"250251301002",0.0862068965517241,"2828"
"460","25","025","130200","2","1500000US250251302002","250251302002","2","BG",159939,0,"Block Group 2, Census Tract 1302, Suffolk County, Massachusetts",25,25,130200,"2",353,11,7,0,0,7,0,0,40,35,25,55,33,62,16,44,18,"250251302002",0.0311614730878187,"2829"
"461","25","025","130300","5","1500000US250251303005","250251303005","5","BG",203365,0,"Block Group 5, Census Tract 1303, Suffolk County, Massachusetts",25,25,130300,"5",279,0,0,0,36,0,0,0,14,29,10,26,0,67,4,71,22,"250251303005",0,"2830"
"462","25","025","130300","4","1500000US250251303004","250251303004","4","BG",240615,0,"Block Group 4, Census Tract 1303, Suffolk County, Massachusetts",25,25,130300,"4",397,0,10,9,0,44,11,29,10,13,85,50,67,13,29,15,12,"250251303004",0,"2831"
"463","25","025","130402","2","1500000US250251304022","250251304022","2","BG",821997,169598,"Block Group 2, Census Tract 1304.02, Suffolk County, Massachusetts",25,25,130402,"2",284,61,51,16,0,0,61,0,13,0,0,0,35,19,28,0,0,"250251304022",0.214788732394366,"2832"
"464","25","025","140102","2","1500000US250251401022","250251401022","2","BG",565690,42111,"Block Group 2, Census Tract 1401.02, Suffolk County, Massachusetts",25,25,140102,"2",337,30,0,46,21,22,9,0,45,21,0,17,27,69,10,12,8,"250251401022",0.0890207715133531,"2833"
"465","25","025","140102","3","1500000US250251401023","250251401023","3","BG",515204,0,"Block Group 3, Census Tract 1401.02, Suffolk County, Massachusetts",25,25,140102,"3",385,0,0,25,68,40,15,0,0,0,10,32,66,49,48,10,22,"250251401023",0,"2834"
"466","25","025","140201","1","1500000US250251402011","250251402011","1","BG",557670,41765,"Block Group 1, Census Tract 1402.01, Suffolk County, Massachusetts",25,25,140201,"1",566,19,0,26,0,0,18,6,26,96,80,82,123,61,4,25,0,"250251402011",0.0335689045936396,"2835"
"467","25","025","140201","2","1500000US250251402012","250251402012","2","BG",771395,44538,"Block Group 2, Census Tract 1402.01, Suffolk County, Massachusetts",25,25,140201,"2",391,21,7,0,0,0,41,46,0,12,41,15,80,31,19,71,7,"250251402012",0.0537084398976982,"2836"
"468","25","025","140300","4","1500000US250251403004","250251403004","4","BG",180606,0,"Block Group 4, Census Tract 1403, Suffolk County, Massachusetts",25,25,140300,"4",252,13,26,0,32,0,14,0,0,0,0,47,40,12,26,0,42,"250251403004",0.0515873015873016,"2837"
"469","25","025","160101","1","1500000US250251601011","250251601011","1","BG",80333,0,"Block Group 1, Census Tract 1601.01, Suffolk County, Massachusetts",25,25,160101,"1",438,40,34,0,19,23,17,0,0,26,65,96,24,56,26,0,12,"250251601011",0.091324200913242,"2838"
"470","25","025","160200","2","1500000US250251602002","250251602002","2","BG",57060,0,"Block Group 2, Census Tract 1602, Suffolk County, Massachusetts",25,25,160200,"2",481,114,75,16,0,31,0,7,26,12,48,83,69,0,0,0,0,"250251602002",0.237006237006237,"2839"
"471","25","025","160200","1","1500000US250251602001","250251602001","1","BG",60967,0,"Block Group 1, Census Tract 1602, Suffolk County, Massachusetts",25,25,160200,"1",283,53,38,10,26,0,0,0,0,23,93,11,9,0,12,8,0,"250251602001",0.187279151943463,"2840"
"472","25","025","160501","1","1500000US250251605011","250251605011","1","BG",136199,0,"Block Group 1, Census Tract 1605.01, Suffolk County, Massachusetts",25,25,160501,"1",433,57,44,3,34,36,32,17,30,21,0,62,77,11,0,0,9,"250251605011",0.131639722863741,"2841"
"473","25","025","160501","3","1500000US250251605013","250251605013","3","BG",63866,0,"Block Group 3, Census Tract 1605.01, Suffolk County, Massachusetts",25,25,160501,"3",282,0,0,21,7,13,25,0,44,37,62,55,18,0,0,0,0,"250251605013",0,"2842"
"474","25","025","160602","3","1500000US250251606023","250251606023","3","BG",158206,0,"Block Group 3, Census Tract 1606.02, Suffolk County, Massachusetts",25,25,160602,"3",271,38,10,23,0,0,10,20,14,0,23,8,23,51,45,6,0,"250251606023",0.140221402214022,"2843"
"475","25","025","000202","4","1500000US250250002024","250250002024","4","BG",64625,0,"Block Group 4, Census Tract 2.02, Suffolk County, Massachusetts",25,25,202,"4",238,32,48,11,29,0,68,5,0,0,12,33,0,0,0,0,0,"250250002024",0.134453781512605,"2844"
"476","25","025","170200","3","1500000US250251702003","250251702003","3","BG",136384,0,"Block Group 3, Census Tract 1702, Suffolk County, Massachusetts",25,25,170200,"3",186,0,16,0,0,0,25,0,12,11,31,20,24,34,0,13,0,"250251702003",0,"2873"
"477","25","025","170300","2","1500000US250251703002","250251703002","2","BG",1380845,482580,"Block Group 2, Census Tract 1703, Suffolk County, Massachusetts",25,25,170300,"2",337,48,11,0,72,38,0,0,13,0,16,22,61,34,14,8,0,"250251703002",0.142433234421365,"2874"
"478","25","025","040300","2","1500000US250250403002","250250403002","2","BG",82542,0,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",25,25,40300,"2",731,0,0,42,27,7,22,29,11,0,24,23,78,142,98,75,153,"250250403002",0,"2875"
"479","25","025","000202","1","1500000US250250002021","250250002021","1","BG",282688,0,"Block Group 1, Census Tract 2.02, Suffolk County, Massachusetts",25,25,202,"1",550,26,55,12,30,0,13,8,17,29,62,66,67,64,45,44,12,"250250002021",0.0472727272727273,"2993"
"480","25","025","000401","4","1500000US250250004014","250250004014","4","BG",152593,0,"Block Group 4, Census Tract 4.01, Suffolk County, Massachusetts",25,25,401,"4",1049,228,331,130,70,13,0,0,39,25,23,36,59,30,29,18,18,"250250004014",0.217349857006673,"2994"
"481","25","025","000401","2","1500000US250250004012","250250004012","2","BG",107461,0,"Block Group 2, Census Tract 4.01, Suffolk County, Massachusetts",25,25,401,"2",421,95,0,0,33,0,11,19,12,17,98,23,76,15,22,0,0,"250250004012",0.225653206650831,"2995"
"482","25","025","140400","5","1500000US250251404005","250251404005","5","BG",270015,0,"Block Group 5, Census Tract 1404, Suffolk County, Massachusetts",25,25,140400,"5",491,0,0,0,56,40,19,65,0,10,59,17,122,71,20,12,0,"250251404005",0,"2996"
"483","25","025","000504","4","1500000US250250005044","250250005044","4","BG",47057,0,"Block Group 4, Census Tract 5.04, Suffolk County, Massachusetts",25,25,504,"4",576,64,72,55,39,83,22,0,0,0,79,72,62,0,0,14,14,"250250005044",0.111111111111111,"2997"
"484","25","025","000504","3","1500000US250250005043","250250005043","3","BG",87357,0,"Block Group 3, Census Tract 5.04, Suffolk County, Massachusetts",25,25,504,"3",407,48,43,0,14,0,52,0,16,0,43,53,86,0,32,0,20,"250250005043",0.117936117936118,"2998"
"485","25","025","000601","3","1500000US250250006013","250250006013","3","BG",87184,0,"Block Group 3, Census Tract 6.01, Suffolk County, Massachusetts",25,25,601,"3",171,8,0,18,43,0,0,19,0,0,8,18,23,23,0,9,2,"250250006013",0.0467836257309941,"2999"
"486","25","025","000602","2","1500000US250250006022","250250006022","2","BG",122301,0,"Block Group 2, Census Tract 6.02, Suffolk County, Massachusetts",25,25,602,"2",556,97,102,33,33,52,30,24,15,42,15,45,49,8,0,2,9,"250250006022",0.174460431654676,"3000"
"487","25","025","000602","3","1500000US250250006023","250250006023","3","BG",312489,0,"Block Group 3, Census Tract 6.02, Suffolk County, Massachusetts",25,25,602,"3",665,132,242,51,22,27,10,43,28,0,15,31,41,23,0,0,0,"250250006023",0.198496240601504,"3001"
"488","25","025","000703","1","1500000US250250007031","250250007031","1","BG",72963,0,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",25,25,703,"1",624,223,72,32,87,37,0,4,12,0,37,57,11,43,9,0,0,"250250007031",0.357371794871795,"3002"
"489","25","025","000704","2","1500000US250250007042","250250007042","2","BG",42459,0,"Block Group 2, Census Tract 7.04, Suffolk County, Massachusetts",25,25,704,"2",497,42,0,36,8,11,3,12,60,72,37,103,29,14,12,0,58,"250250007042",0.0845070422535211,"3003"
"490","25","025","000802","3","1500000US250250008023","250250008023","3","BG",155235,0,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",25,25,802,"3",222,29,0,17,0,21,0,24,8,5,14,17,0,0,52,10,25,"250250008023",0.130630630630631,"3004"
"491","25","025","170300","3","1500000US250251703003","250251703003","3","BG",588952,21906,"Block Group 3, Census Tract 1703, Suffolk County, Massachusetts",25,25,170300,"3",376,46,14,12,10,0,0,0,15,17,14,16,22,94,90,0,26,"250251703003",0.122340425531915,"3005"
"492","25","025","170601","1","1500000US250251706011","250251706011","1","BG",365496,0,"Block Group 1, Census Tract 1706.01, Suffolk County, Massachusetts",25,25,170601,"1",578,55,22,60,21,26,3,0,44,40,37,39,74,64,54,25,14,"250251706011",0.0951557093425606,"3006"
"493","25","025","180200","1","1500000US250251802001","250251802001","1","BG",372895,85138,"Block Group 1, Census Tract 1802, Suffolk County, Massachusetts",25,25,180200,"1",419,55,4,50,0,0,30,10,24,27,18,23,63,46,32,0,37,"250251802001",0.13126491646778,"3007"
"494","25","025","981300","1","1500000US250259813001","250259813001","1","BG",822658,322574,"Block Group 1, Census Tract 9813, Suffolk County, Massachusetts",25,25,981300,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259813001",NA,"3008"
"495","25","025","000301","4","1500000US250250003014","250250003014","4","BG",126783,0,"Block Group 4, Census Tract 3.01, Suffolk County, Massachusetts",25,25,301,"4",259,20,0,0,23,0,0,22,16,8,0,20,50,56,12,11,21,"250250003014",0.0772200772200772,"3009"
"496","25","025","130406","1","1500000US250251304061","250251304061","1","BG",237065,5879,"Block Group 1, Census Tract 1304.06, Suffolk County, Massachusetts",25,25,130406,"1",961,75,220,99,100,25,91,18,110,47,17,56,103,0,0,0,0,"250251304061",0.0780437044745057,"3337"
"497","25","025","140106","1","1500000US250251401061","250251401061","1","BG",220485,3116,"Block Group 1, Census Tract 1401.06, Suffolk County, Massachusetts",25,25,140106,"1",659,171,41,22,28,32,21,34,34,0,103,38,52,44,24,8,7,"250251401061",0.25948406676783,"3458"
"498","25","025","100100","1","1500000US250251001001","250251001001","1","BG",194998,0,"Block Group 1, Census Tract 1001, Suffolk County, Massachusetts",25,25,100100,"1",80,0,11,36,0,15,0,0,0,0,0,0,0,0,18,0,0,"250251001001",0,"3459"
"499","25","025","980300","1","1500000US250259803001","250259803001","1","BG",2076316,27539,"Block Group 1, Census Tract 9803, Suffolk County, Massachusetts",25,25,980300,"1",13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,"250259803001",0,"3460"
"500","25","025","020303","3","1500000US250250203033","250250203033","3","BG",47986,0,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",25,25,20303,"3",728,108,58,37,0,53,18,31,69,0,16,45,86,31,17,17,142,"250250203033",0.148351648351648,"3461"
"501","25","025","092400","4","1500000US250250924004","250250924004","4","BG",126526,0,"Block Group 4, Census Tract 924, Suffolk County, Massachusetts",25,25,92400,"4",487,99,120,31,89,14,0,30,10,0,71,0,0,0,23,0,0,"250250924004",0.203285420944559,"3462"
"502","25","025","170601","2","1500000US250251706012","250251706012","2","BG",445773,85936,"Block Group 2, Census Tract 1706.01, Suffolk County, Massachusetts",25,25,170601,"2",545,88,27,60,15,31,0,51,0,0,16,41,98,56,0,47,15,"250251706012",0.161467889908257,"3463"
"503","25","025","051101","3","1500000US250250511013","250250511013","3","BG",427080,622949,"Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts",25,25,51101,"3",655,64,0,57,12,13,22,32,10,29,75,74,116,10,47,94,0,"250250511013",0.0977099236641221,"3464"
"504","25","025","070800","2","1500000US250250708002","250250708002","2","BG",59843,0,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",25,25,70800,"2",544,84,42,11,50,15,60,19,15,17,36,59,58,10,18,14,36,"250250708002",0.154411764705882,"3465"
"505","25","025","170501","2","1500000US250251705012","250251705012","2","BG",357784,188923,"Block Group 2, Census Tract 1705.01, Suffolk County, Massachusetts",25,25,170501,"2",795,188,81,27,62,26,9,44,57,9,85,56,96,55,0,0,0,"250251705012",0.236477987421384,"3477"
"506","25","025","980101","1","1500000US250259801011","250259801011","1","BG",3270315,5409765,"Block Group 1, Census Tract 9801.01, Suffolk County, Massachusetts",25,25,980101,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250259801011",NA,"3478"
"507","25","025","180101","1","1500000US250251801011","250251801011","1","BG",234524,142364,"Block Group 1, Census Tract 1801.01, Suffolk County, Massachusetts",25,25,180101,"1",438,0,0,0,7,27,13,26,51,28,68,36,106,21,16,10,29,"250251801011",0,"3479"
"508","25","025","170502","1","1500000US250251705021","250251705021","1","BG",228784,228803,"Block Group 1, Census Tract 1705.02, Suffolk County, Massachusetts",25,25,170502,"1",534,28,7,0,27,47,0,0,50,13,13,37,58,68,59,95,32,"250251705021",0.052434456928839,"3480"
"509","25","025","100603","2","1500000US250251006032","250251006032","2","BG",424653,343678,"Block Group 2, Census Tract 1006.03, Suffolk County, Massachusetts",25,25,100603,"2",337,6,4,22,0,0,0,17,66,0,0,33,57,14,3,111,4,"250251006032",0.0178041543026706,"3481"
"510","25","025","010104","3","1500000US250250101043","250250101043","3","BG",105153,2111,"Block Group 3, Census Tract 101.04, Suffolk County, Massachusetts",25,25,10104,"3",505,115,125,43,26,9,15,8,0,14,43,17,55,7,0,0,28,"250250101043",0.227722772277228,"3482"
"511","25","025","170702","2","1500000US250251707022","250251707022","2","BG",168969,0,"Block Group 2, Census Tract 1707.02, Suffolk County, Massachusetts",25,25,170702,"2",581,43,53,7,0,0,0,0,38,54,41,140,33,81,91,0,0,"250251707022",0.0740103270223752,"3483"
"512","25","025","091300","2","1500000US250250913002","250250913002","2","BG",157287,0,"Block Group 2, Census Tract 913, Suffolk County, Massachusetts",25,25,91300,"2",304,71,8,8,17,50,73,0,20,21,4,12,9,0,0,0,11,"250250913002",0.233552631578947,"3484"
"513","25","025","981800","1","1500000US250259818001","250259818001","1","BG",705037,393572,"Block Group 1, Census Tract 9818, Suffolk County, Massachusetts",25,25,981800,"1",4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"250259818001",0,"3576"
"514","25","025","070101","5","1500000US250250701015","250250701015","5","BG",16574,0,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts",25,25,70101,"5",205,0,0,0,0,0,0,0,16,0,0,0,0,0,55,9,125,"250250701015",0,"3577"
"515","25","025","081300","2","1500000US250250813002","250250813002","2","BG",260180,0,"Block Group 2, Census Tract 813, Suffolk County, Massachusetts",25,25,81300,"2",864,142,59,155,39,14,75,16,46,16,16,48,194,15,0,14,15,"250250813002",0.164351851851852,"3582"
"516","25","025","120201","3","1500000US250251202013","250251202013","3","BG",243003,0,"Block Group 3, Census Tract 1202.01, Suffolk County, Massachusetts",25,25,120201,"3",212,21,0,0,0,0,0,5,0,0,5,0,95,18,51,9,8,"250251202013",0.0990566037735849,"3583"
"517","25","025","110301","1","1500000US250251103011","250251103011","1","BG",417075,0,"Block Group 1, Census Tract 1103.01, Suffolk County, Massachusetts",25,25,110301,"1",335,0,0,46,19,6,10,5,6,11,30,67,74,7,40,14,0,"250251103011",0,"3584"
"518","25","025","110403","5","1500000US250251104035","250251104035","5","BG",215734,0,"Block Group 5, Census Tract 1104.03, Suffolk County, Massachusetts",25,25,110403,"5",390,25,24,0,10,31,42,0,5,0,17,39,78,10,22,50,37,"250251104035",0.0641025641025641,"3585"
"519","25","025","170701","2","1500000US250251707012","250251707012","2","BG",271881,149749,"Block Group 2, Census Tract 1707.01, Suffolk County, Massachusetts",25,25,170701,"2",605,86,76,37,57,15,19,40,18,44,103,9,51,18,0,24,8,"250251707012",0.142148760330579,"3586"
"520","25","025","091001","1","1500000US250250910011","250250910011","1","BG",96905,0,"Block Group 1, Census Tract 910.01, Suffolk County, Massachusetts",25,25,91001,"1",177,16,0,49,0,9,14,0,0,0,39,0,45,0,5,0,0,"250250910011",0.0903954802259887,"3587"
"521","25","025","050600","2","1500000US250250506002","250250506002","2","BG",82932,0,"Block Group 2, Census Tract 506, Suffolk County, Massachusetts",25,25,50600,"2",270,0,0,15,0,53,6,0,37,0,33,56,30,34,0,0,6,"250250506002",0,"3588"
"522","25","025","170501","1","1500000US250251705011","250251705011","1","BG",598015,404214,"Block Group 1, Census Tract 1705.01, Suffolk County, Massachusetts",25,25,170501,"1",849,139,44,72,39,39,6,80,25,0,113,86,43,109,7,13,34,"250251705011",0.163722025912839,"3589"
"523","25","025","010104","2","1500000US250250101042","250250101042","2","BG",82837,1436,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",25,25,10104,"2",467,130,32,34,34,30,0,0,9,6,12,24,75,7,0,33,41,"250250101042",0.278372591006424,"3593"
"524","25","025","000802","1","1500000US250250008021","250250008021","1","BG",128927,0,"Block Group 1, Census Tract 8.02, Suffolk County, Massachusetts",25,25,802,"1",513,100,88,38,17,36,29,27,0,0,0,53,78,43,4,0,0,"250250008021",0.194931773879142,"3594"
"525","25","025","051101","4","1500000US250250511014","250250511014","4","BG",227065,265,"Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts",25,25,51101,"4",370,14,0,0,0,10,33,66,10,0,0,25,12,76,55,17,52,"250250511014",0.0378378378378378,"3595"
"526","25","025","101001","1","1500000US250251010011","250251010011","1","BG",259820,0,"Block Group 1, Census Tract 1010.01, Suffolk County, Massachusetts",25,25,101001,"1",359,29,0,12,34,0,12,0,0,0,50,32,52,100,23,15,0,"250251010011",0.0807799442896936,"3596"
"527","25","025","120105","3","1500000US250251201053","250251201053","3","BG",527837,159,"Block Group 3, Census Tract 1201.05, Suffolk County, Massachusetts",25,25,120105,"3",208,5,0,0,0,0,10,0,0,0,0,6,22,22,35,11,97,"250251201053",0.0240384615384615,"3597"
"528","25","025","010701","2","1500000US250250107012","250250107012","2","BG",47170,0,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",25,25,10701,"2",502,20,0,9,0,0,0,0,0,0,11,24,77,98,53,27,183,"250250107012",0.0398406374501992,"3598"
"529","25","025","000100","1","1500000US250250001001","250250001001","1","BG",1373949,0,"Block Group 1, Census Tract 1, Suffolk County, Massachusetts",25,25,100,"1",526,51,76,16,46,0,27,35,9,0,26,48,49,32,81,25,5,"250250001001",0.096958174904943,"3599"
"530","25","025","030400","2","1500000US250250304002","250250304002","2","BG",44484,0,"Block Group 2, Census Tract 304, Suffolk County, Massachusetts",25,25,30400,"2",570,59,55,17,26,16,9,16,54,9,27,48,107,62,10,6,49,"250250304002",0.103508771929825,"3600"
"531","25","025","010103","3","1500000US250250101033","250250101033","3","BG",132394,0,"Block Group 3, Census Tract 101.03, Suffolk County, Massachusetts",25,25,10103,"3",122,53,21,0,13,0,28,0,7,0,0,0,0,0,0,0,0,"250250101033",0.434426229508197,"3601"
